article_id,title,authors
1060776,Learning domain ontologies for Web service descriptions: an experiment in bioinformatics,Marta Sabou;Chris Wroe;Carole Goble;Gilad Mishne
1060777,Making RDF presentable: integrated global and local semantic Web browsing,Lloyd Rutledge;Jacco van Ossenbruggen;Lynda Hardman
1060779,Shared lexicon for distributed annotations on the Web,Paolo Avesani;Marco Cova
1060780,Using XForms to simplify Web programming,Richard Cardone;Danny Soroker;Alpana Tiwari
1060781,"Web-assisted annotation, semantic indexing and search of television and radio news",Mike Dowman;Valentin Tablan;Hamish Cunningham;Borislav Popov
1060783,Improving Web search efficiency via a locality based static pruning method,Edleno S. de Moura;Célia F. dos Santos;Daniel R. Fernandes;Altigran S. Silva;Pavel Calado;Mario A. Nascimento
1060784,Sampling search-engine results,Aris Anagnostopoulos;Andrei Z. Broder;David Carmel
1060785,Three-level caching for efficient query processing in large Web search engines,Xiaohui Long;Torsten Suel
1060787,Sub-document queries over XML with XSQirrel,Arnaud Sahuguet;Bogdan Alexe
1060788,XJ: facilitating XML processing in Java,Matthew Harren;Mukund Raghavachari;Oded Shmueli;Michael G. Burke;Rajesh Bordawekar;Igor Pechtchanski;Vivek Sarkar
1060789,XQuery containment in presence of variable binding dependencies,Li Chen;Elke A. Rundensteiner
1060791,eBag: a ubiquitous Web infrastructure for nomadic learning,Christina Brodersen;Bent G. Christensen;Kaj Grønbæk;Christian Dindler;Balasuthas Sundararajah
1060792,Online curriculum on the semantic Web: the CSD-UoC portal for peer-to-peer e-learning,Dimitris Kotzinos;Sofia Pediaditaki;Apostolos Apostolidis;Nikolaos Athanasis;Vassilis Christophides
1060793,The classroom sentinel: supporting data-driven decision-making in the classroom,Mark K. Singley;Richard B. Lam
1060795,Topic segmentation of message hierarchies for indexing and navigation support,Jong Wook Kim;K. Selçuk Candan;Mehmet E. Dönderler
1060796,Gimme' the context: context-driven automatic semantic annotation with C-PANKOW,Philipp Cimiano;Günter Ladwig;Steffen Staab
1060797,Opinion observer: analyzing and comparing opinions on the Web,Bing Liu;Minqing Hu;Junsheng Cheng
1060799,Accessibility: a Web engineering approach,Peter Plessers;Sven Casteleyn;Yeliz Yesilada;Olga De Troyer;Robert Stevens;Simon Harper;Carole Goble
1060800,"A multilingual usage consultation tool based on internet searching: more than a search engine, less than QA",Kumiko Tanaka-Ishii;Hiroshi Nakagawa
1060801,Improving portlet interoperability through deep annotation,Oscar Díaz;Jon Iturrioz;Arantza Irastorza
1060803,CubeSVD: a novel approach to personalized Web search,Jian-Tao Sun;Hua-Jun Zeng;Huan Liu;Yuchang Lu;Zheng Chen
1060804,Automatic identification of user goals in Web search,Uichin Lee;Zhenyu Liu;Junghoo Cho
1060805,User-centric Web crawling,Sandeep Pandey;Christopher Olston
1060807,An abuse-free fair contract signing protocol based on the RSA signature,Guilin Wang
1060808,TrustGuard: countering vulnerabilities in reputation management for decentralized overlay networks,Mudhakar Srivatsa;Li Xiong;Ling Liu
1060809,Static approximation of dynamically generated Web pages,Yasuhiko Minamide
1060811,A search engine for natural language applications,Michael J. Cafarella;Oren Etzioni
1060812,An enhanced model for searching in semantic portals,Lei Zhang;Yong Yu;Jian Zhou;ChenXi Lin;Yin Yang
1060813,Disambiguating Web appearances of people in a social network,Ron Bekkerman;Andrew McCallum
1060815,A convenient method for securely managing passwords,J. Alex Halderman;Brent Waters;Edward W. Felten
1060816,Improving understanding of website privacy policies with fine-grained policy anchors,Stephen E. Levy;Carl Gutwin
1060817,Hardening Web browsers against man-in-the-middle and eavesdropping attacks,Haidong Xia;José Carlos Brustoloni
1060819,ATMEN: a triggered network measurement infrastructure,Balachander Krishnamurthy;Harsha V. Madhyastha;Oliver Spatscheck
1060820,On the lack of typical behavior in the global Web traffic network,Mark Meiss;Filippo Menczer;Alessandro Vespignani
1060821,Analysis of multimedia workloads with implications for internet streaming,Lei Guo;Songqing Chen;Zhen Xiao;Xiaodong Zhang
1060823,On optimal service selection,P. A. Bonatti;P. Festa
1060824,G-ToPSS: fast filtering of graph-based metadata,Milenko Petrovic;Haifeng Liu;Hans-Arno Jacobsen
1060825,Automating metadata generation: the simple indexing interface,Kris Cardinaels;Michael Meire;Erik Duval
1060827,PageRank as a function of the damping factor,Paolo Boldi;Massimo Santini;Sebastiano Vigna
1060828,Object-level ranking: bringing order to Web objects,Zaiqing Nie;Yuanzhi Zhang;Ji-Rong Wen;Wei-Ying Ma
1060829,A uniform approach to accelerated PageRank computation,Frank McSherry
1060831,Information search and re-access strategies of experienced web users,Anne Aula;Natalie Jhaveri;Mika Käki
1060832,Browsing fatigue in handhelds: semantic bookmarking spells relief,Saikat Mukherjee;I. V. Ramakrishnan
1060833,WebPod: persistent Web browsing sessions with pocketable storage devices,Shaya Potter;Jason Nieh
1060835,"Named graphs, provenance and trust",Jeremy J. Carroll;Christian Bizer;Pat Hayes;Patrick Stickler
1060836,OWL DL vs. OWL flight: conceptual modeling and reasoning for the semantic Web,Jos de Bruijn;Rubén Lara;Axel Polleres;Dieter Fensel
1060837,Debugging OWL ontologies,Bijan Parsia;Evren Sirin;Aditya Kalyanpur
1060839,Scaling link-based similarity search,Dániel Fogaras;Balázs Rácz
1060840,LSH forest: self-tuning indexes for similarity search,Mayank Bawa;Tyson Condie;Prasanna Ganesan
1060841,Partitioning of Web graphs by community topology,Hidehiko Ino;Mineichi Kudo;Atsuyoshi Nakamura
1060843,Incremental maintenance for materialized XPath/XSLT views,Makoto Onizuka;Fong Yee Chan;Ryusuke Michigami;Takashi Honishi
1060844,Compiling XSLT 2.0 into XQuery 1.0,Achille Fokoue;Kristoffer Rose;Jérôme Siméon;Lionel Villard
1060845,"An adaptive, fast, and safe XML parser based on byte sequences memorization",Toshiro Takase;Hisashi MIYASHITA;Toyotaro Suzumura;Michiaki Tatsubori
1060847,CaTTS: calendar types and constraints for Web applications,François Bry;Frank-André Ries;Stephanie Spranger
1060848,"Expressiveness of XSDs: from practice to theory, there and back again",Geert Jan Bex;Wim Martens;Frank Neven;Thomas Schwentick
1060849,WEESA: Web engineering for semantic Web applications,Gerald Reif;Harald Gall;Mehdi Jazayeri
1060851,A multi-threaded PIPELINED Web server architecture for SMP/SoC machines,Gyu Sang Choi;Jin-Ha Kim;Deniz Ersoz;Chita R. Das
1060852,Cataclysm: policing extreme overloads in internet applications,Bhuvan Urgaonkar;Prashant Shenoy
1060853,Design for verification for asynchronously communicating Web services,Aysu Betin-Can;Tevfik Bultan;Xiang Fu
1061813,What's the web like if you can't see it?,Chieko Asakawa
1061814,Do text transcoders improve usability for disabled users?,Giorgio Brajnik;Daniela Cancila;Daniela Nicoli;Mery Pignatelli
1061815,AcceSS: accessibility through simplification & summarization,Bambang Parmanto;Reza Ferrydiansyah;Andi Saptono;Lijing Song;I Wayan Sugiantara;Stephanie Hackett
1061816,Extracting content from accessible web pages,Suhit Gupta;Gail Kaiser
1061818,Interdependent components of web accessibility,Wendy A. Chisholm;Shawn Lawton Henry
1061819,Web composition with WCAG in mind,Vicente Luque Centeno;Carlos Delgado Kloos;Martin Gaedke;Martin Nussbaumer
1061820,Forcing standardization or accommodating diversity?: a framework for applying the WCAG in the real world,Brian Kelly;David Sloan;Lawrie Phipps;Helen Petrie;Fraser Hamilton
1061821,An active step toward a web content accessible society,Joonho Hyun;Doojin Choi;Sukil Kim
1061823,Is accessible design a myth?,Eric A. Meyer
1061824,Platform-independent accessibility API: accessible document object model,Andres Gonzalez;Loretta Guarino Reid
1061825,Designing learning systems to provide accessible services,Pythagoras Karampiperis;Demetrios Sampson
1095752,"Development of assessment for undergraduate programs of information technology, and certification for program graduates","Herbert E. Longenecker, Jr.;David L. Feinstein"
1095754,Project managers: can we make them or just make them better?,Jeffrey L. Brewer
1095755,Creating connections: bringing industry and educators together,Jill Courte;Cathy Bishop-Clark
1095756,Cross-functional concentrations merge IT and business concepts,Janet Wagner;Deborah Boisvert;Jean-Pierre Kuilboer;Jeffrey Keisler;Praytush Bharati
1095758,Practical computer security: a new service course based upon the national strategy to secure cyberspace,David W. Valentine
1095759,Malware resistant networking using system diversity,Michael G. Bailey
1095760,Web-based interactive courseware for information security,Andy Ju An Wang
1095762,The IT consulting model: innovative methods for industry partnerships,Brian H. Cameron;Shaun C. Knight;John F. Semmer
1095763,IPC incorporated: a student-run IT services company for experiential learning,Ron Fulbright;Richard L. Routh
1095764,Creating a microcosm of industry in the classroom,Lori L. DeLooze
1095766,A learning object repository in support of introductory IT courses,Ken Abernethy;Kevin Treu;George Piegari;Han Reichgelt
1095767,Minimal UML diagrams for a data-driven web site,Lori L. DeLooze
1095768,National science foundation advanced technological education projects and centers of excellence for information technology education: an overview,Ashraf Saad;Deborah Boisvert
1095770,Effectively teaching coding standards in programming,Xiaosong Li;Christine Prasad
1095771,Constructivist approaches for teaching computer programming,Tom Wulf
1095772,Mind tools for enhancing thinking and learning skills,Cheryl L. Willis;Susan L. Miertschin
1095774,Earning positive evaluations from IT students: effective techniques,Cherie Ann Sherman
1095775,"Scenario based method for teaching, learning and assessment",Rahat Iqbal;Peter Every
1095776,Extending an information systems curriculum to address information technology,Gregory W. Hislop;Randy M. Kaplan;Lee J. Leitner
1095777,Hands-on approach to teaching computer networking using packet traces,Jeanna Neefe Matthews
1095779,Teaching information technology using the perry stages,Russell E. McMahon
1095780,A virtual laboratory environment for online IT education,Lee J. Leitner;John W. Cane
1095781,Mixed-project-based learning methodology in computer electronic engineering,J. Oliver;M. Prim
1095782,A consortium of secure remote access Labs for information technology education,Lee Toderick;Tijjani Mohammed;Mohammed H. N. Tabrizi
1095784,Middle school girls + games programming = information technology fluency,Linda L. Werner;Shannon Campe;Jill Denner
1095785,Game technology as a tool to actively engage K-12 students in the act of learning,Lakshmi Prayaga
1095786,Promoting communication and inclusiveness in the IT classroom,Elizabeth V. Howard
1095788,Using system administrator education in eeveloping an IT eegree in a computer science department,William Campbell;Robert Cohen
1095789,Towards using online portfolios in computing courses,Bryan Higgs;Mihaela Sabin
1095790,He who does not learn history is doomed to repeat it,Lori L. DeLooze
1095792,A cross-collegiate analysis of software development course content,Timothy Burns;Robb Klashner
1095793,Comparing software development models using CDM,Luciano Rodrigues Guimarães;Plínio Roberto Souza Vilela
1095794,An on-line tutorial for collaborative problem solving and software development,Joanna DeFranco-Tommarello;Fadi P. Deek
1095796,Creative learning with practical applications for 802.11 wireless communications,Michael G. Bailey;James H. Manookin;Nathan H. Blackham
1095797,"Interdisciplinary minor in digital forensics, security and law",Glenn S. Dardick;Linda K. Lau
1095798,Functional-driven heuristic evaluation of administrative portal systems used in institutions of higher education,Deima Elnatour
1095799,Common sense computing: an approach to community outreach with IT,Jeanna Neefe Matthews
1095800,Computer history resources,Russell E. McMahon
1095801,Development of an internet based distance learning program at Virginia Tech,Animesh Patcha;Glenda Scales
1095802,Skill requirements for IT managers and the IT model curriculum: a critical reflection,Choong Kwon Lee;Han Reichgelt
1095803,Distributed computing and computer security education,Stefan A. Robila
1095804,Writing requirements in computer security,Stefan A. Robila;Carl Bredlau
1095805,A model IT curriculum for ESL students,Norman Salt
1095806,An exploration of the theories that explain the failure of information technology adoption in africa,Angelina Totolo
1095807,,A. J. Walters
1095812,,Arvind Seshadri;Mark Luk;Elaine Shi;Adrian Perrig;Leendert van Doorn;Pradeep Khosla
1095813,,Petros Efstathopoulos;Maxwell Krohn;Steve VanDeBogart;Cliff Frey;David Ziegler;Eddie Kohler;David Mazières;Frans Kaashoek;Robert Morris
1095814,,Emmett Witchel;Junghwan Rhee;Krste Asanovi?
1095816,,Amitanand S. Aiyer;Lorenzo Alvisi;Allen Clement;Mike Dahlin;Jean-Philippe Martin;Carl Porth
1095817,,Michael Abd-El-Malek;Gregory R. Ganger;Garth R. Goodson;Michael K. Reiter;Jay J. Wylie
1095818,,Boon Thau Loo;Tyson Condie;Joseph M. Hellerstein;Petros Maniatis;Timothy Roscoe;Ion Stoica
1095820,,Ashlesha Joshi;Samuel T. King;George W. Dunlap;Peter M. Chen
1095821,,Ira Cohen;Steve Zhang;Moises Goldszmidt;Julie Symons;Terence Kelly;Armando Fox
1095822,,Craig A. N. Soules;Gregory R. Ganger
1095824,,Manuel Costa;Jon Crowcroft;Miguel Castro;Antony Rowstron;Lidong Zhou;Lintao Zhang;Paul Barham
1095825,,Michael Vrable;Justin Ma;Jay Chen;David Moore;Erik Vandekieft;Alex C. Snoeren;Geoffrey M. Voelker;Stefan Savage
1095826,,Ashvin Goel;Kenneth Po;Kamran Farhadi;Zheng Li;Eyal de Lara
1095828,,Qingbo Zhu;Zhifeng Chen;Lin Tan;Yuanyuan Zhou;Kimberly Keeton;John Wilkes
1095829,,Edmund B. Nightingale;Peter M. Chen;Jason Flinn
1095830,,Vijayan Prabhakaran;Lakshmi N. Bairavasundaram;Nitin Agrawal;Haryadi S. Gunawi;Andrea C. Arpaci-Dusseau;Remzi H. Arpaci-Dusseau
1095832,,Yuan Yu;Tom Rodeheffer;Wei Chen
1095833,,Feng Qin;Joseph Tucek;Jagadeesan Sundaresan;Yuanyuan Zhou
1095835,,Lars Eggert;Joseph D. Touch
1095836,,Hai Huang;Wanda Hung;Kang G. Shin
1095837,,Ricardo A. Baratto;Leonard N. Kim;Jason Nieh
1095892,,Jayaram Mudigonda;Harrick M. Vin;Raj Yavatkar
1095893,,Javier Verdú;Jorge Garcí;Mario Nemirovsky;Mateo Valero
1095895,,Liang Yang;Tushar Gohad;Pavel Ghosh;Devesh Sinha;Arunabha Sen;Andrea Richa
1095896,,Bogdan Caprita;Jason Nieh;Wong Chun Chan
1095897,,Deng Pan;Yuanyuan Yang
1095899,,Umar Saif;James W. Anderson;Anthony Degangi;Anant Agarwal
1095900,,Steve Muir;Jonathan Smith
1095901,,Tilman Wolf;Ning Weng;Chia-Hui Tai
1095903,,Hamid Fadishei;Morteza Saheb Zamani;Masoud Sabaei
1095904,,Sailesh Kumar;Patrick Crowley
1095905,,Fang Yu;T. V. Lakshman;Martin Austin Motoyama;Randy H. Katz
1095906,,Kristen Accardi;Tony Bock;Frank Hady;Jon Krueger
1095908,,Ada Gavrilovska;Karsten Schwan
1095909,,Li Zhao;Yan Luo;Laxmi Bhuyan;Ravi Iyer
1095911,,Weiguang Shi;Mike H. MacGregor;Pawel Gburzynski
1095912,,Abdesselem Kortebi;Luca Muscariello;Sara Oueslati;James Roberts
1095913,,Arun Raghunath;Aaron Kunze;Erik J. Johnson;Vinod Balakrishnan
1095915,,Jongman Kim;Dongkook Park;Chrysostomos Nicopoulos;N. Vijaykrishnan;Chita R. Das
1095916,,Sarang Dharmapurikar;John Lockwood
1095918,,Zachary K. Baker;Viktor K. Prasanna
1095919,,Christopher J. Martinez;Wei-Ming Lin;Parimal Patel
1095920,,Fang Hao;Murali Kodialam;T. V. Lakshman;Hui Zhang
109627,,Alexandru Nicolau;Haigeng Wang
109628,,J. Allan Yang;Young-il Choo
109629,,Hester Bakewell;Donna J. Quammen;Pearl Y. Wang
109630,,Lee-Chung Lu
109631,,Corinne Ancourt;François Irigoin
109632,,V. P. Krothapalli;P. Sadayappan
109633,,Dz-Ching Ju;Wai-Mee Ching
109634,,Philip J. Hatcher;Anthony J. Lapadula;Robert R. Jones;Michael J. Quinn;Ray J. Anderson
109635,,Vítor Santos Costa;David H. D. Warren;Rong Yang
109636,,Monica S. Lam;Martin C. Rinard
109637,,John M. Mellor-Crummey;Michael L. Scott
109638,,Michael J. Feeley;Brian N. Bershad;Jeffrey S. Chase;Henry M. Levy
109639,,"Richard P. LaRowe, Jr.;James T. Wilkes;Carla S. Ellis"
1107648,,Deepali Deshpande
1107649,,Benjamin J. Halpert
1107650,,Timothy R. Loibl
1107651,,Anne Payton
1107652,,Kaloian Petkov
1107653,,"Robert M. Polstra, III"
1107654,,Gus Rodewald
1107655,,"Daniel J. Sanok, Jr"
1108592,,Anders Adamson;Marc Alexa
1108593,,Bruce Merry;Patrick Marais;James Gain
1108595,,Peter Longhurst;Kurt Debattista;Alan Chalmers
1108596,,Flavien Bridault-Louchez;Michel Leblond;François Rousselle
1108597,,Richard Gillibrand;Peter Longhurst;Kurt Debattista;Alan Chalmers
1108599,,Gerhard H. Bendels;Michael Guthe;Reinhard Klein
1108600,,Carl Hultquist;James Gain;David Cairns
1108601,,Shaun Bangay;Chantelle Morkel
1108603,,Hannah Slay;Bruce Thomas
1108604,,Jean-Pierre van Riel;Barry Irwin
1108605,,Marc Nienhaus;Florian Kirsch;Jürgen Döllner
1108607,,Dirk Staneker;Dirk Bartz;Wolfgang Straßer
1108608,,Michael Kortenjan;Gunnar Schomaker
1108610,,Simon Perkins;Patrick Marais
1108611,,Chandrajit L. Bajaj;Lalit C. Karlapalem
1108612,,Dirk Bartz;Benjamin Schnaidt;Jirko Cernik;Ludwig Gauckler;Jan Fischer;Angel del Río
1108614,,Chantelle Morkel;Shaun Bangay
1108615,,Johan Köhler;Jules-Raymond Tapamo
1108616,,Kevin R. Glass;Chantelle Morkel;Shaun D. Bangay
1108618,,Matthew Marsh;Shaun Bangay;Adele Lobb
1108619,,Thamsanqa Moyo;Shaun Bangay;Greg Foster
1108794,,Manuvir Das
1108795,,Jeremy S. Bradbury;James R. Cordy;Juergen Dingel
1108797,,Donglin Liang;Maikel Pennings;Mary Jean Harrold
1108798,,David Hovemeyer;Jaime Spacco;William Pugh
1108799,,Jean Privat;Roland Ducournau
1108801,,Naveen Kumar;Bruce R. Childers;Mary Lou Soffa
1108802,,Sriraman Tallam;Neelam Gupta
1108803,,Jonathan Cook;Alessandro Orso
1108805,,Andrew Myers
1108806,,Dick Hamlet
1108808,,Hari Hampapuram;Yue Yang;Manuvir Das
1108809,,Christopher J. F. Pickett;Clark Verbrugge
1108810,,Michelle Mills Strout;John Mellor-Crummey;Paul Hovland
1108812,,Ludo Van Put;Bjorn De Sutter;Matias Madou;Bruno De Bus;Dominique Chanet;Kristof Smits;Koen De Bosschere
1108813,,Mike Barnett;K. Rustan M. Leino
1108814,,Mihai Christodorescu;Nicholas Kidd;Wen-Han Goh
1108816,,Atanas Rountev;Olga Volgin;Miriam Reddoch
1108817,,Sarfraz Khurshid;Yuk Lai Suen
1108818,,Jeff H. Perkins
1109129,,Hamilton Oliveira;Leonardo Murta;Cláudia Werner
1109130,,Jad El-khoury
1109131,,Reidar Conradi;Jingyue Li
1109132,,Tijs van der Storm
1109133,,Jacky Estublier;Sergio Garcia
1109134,,Lars Bendix;Lorenzo Borracci
1109135,,Eelco Dolstra;Martin Bravenboer;Eelco Visser
1109136,,Eugen C. Nistor;Justin R. Erenkrantz;Scott A. Hendrickson;André van der Hoek
1109137,,Tien N. Nguyen;Cheng Thao;Ethan V. Munson
1109138,,Yasuhiro Hayase;Makoto Matsushita;Katsuro Inoue
1109541,,Edith K. Ackermann
1109542,,Benedikte S. Als;Janne J. Jensen;Mikael B. Skov
1109543,,Lena Berglin
1109544,,Niels Olof Bouvin;Christina Brodersen;Frank Allan Hansen;Ole Sejer Iversen;Peter Nørregaard
1109545,,Bas Brederode;Panos Markopoulos;Mathieu Gielen;Arnold Vermeeren;Huib de Ridder
1109546,,Christian Dindler;Eva Eriksson;Ole Sejer Iversen;Andreas Lykke-Olesen;Martin Ludvigsen
1109547,,Jerry Alan Fails;Allison Druin;Mona Leigh Guha;Gene Chipman;Sante Simms;Wayne Churaman
1109548,,Shalom M. Fisch
1109549,,Tony Hall;Liam Bannon
1109550,,Valerie Henderson;Seungyon Lee;Helene Brashear;Harley Hamilton;Thad Starner;Steven Hamilton
1109551,,Janne J. Jensen;Mikael B. Skov
1109552,,Nancy Kaplan;Yoram Chisik
1109553,,Jean-Baptiste Labrune;Wendy Mackay
1109554,,Stuart MacFarlane;Gavin Sim;Matthew Horton
1109555,,Narcís Parés;Anna Carreras;Jaume Durany;Jaume Ferrer;Pere Freixa;David Gómez;Orit Kruglanski;Roc Parés;J. Ignasi Ribas;Miquel Soler;Àlex Sanjurjo
1109556,,Mitchel Resnick;Brian Silverman
1109558,,Virginia Vassilevska;Ryan Williams;Shan Leung Maverick Woo
1109559,,Arist Kojevnikov;Alexander S. Kulikov
1109560,,Fedor V. Fomin;Fabrizio Grandoni;Dieter Kratsch
1109561,,Vadim V. Lozin;Martin Milani?
1109562,,Wolfgang W. Bein;Mordecai J. Golin;Lawrence L. Larmore;Yan Zhang
1109563,,Sanjeev Arora;László Lovász;Ilan Newman;Yuval Rabani;Yuri Rabinovich;Santosh Vempala
1109564,,Moses Charikar;Konstantin Makarychev;Yury Makarychev
1109565,,Kedar Dhamdhere;Anupam Gupta;Harald Räcke
1109566,,T-H. Hubert Chan;Anupam Gupta
1109567,,Manor Mendel;Assaf Naor
1109568,,Susanne Albers;Stefan Eilts;Eyal Even-Dar;Yishay Mansour;Liam Roditty
1109569,,Anupam Gupta;Kunal Talwar
1109570,,Peter Bro Miltersen;Troels Bjerre Sørensen
1109571,,Marcin Jurdzi?ski;Mike Paterson;Uri Zwick
1109572,,Xiaotie Deng;Qizhi Fang;Xiaoxun Sun
1109573,,Rakesh V. Vohra
1109574,,Sven Koenig;Apurva Mudgal;Craig Tovey
1109575,,Klaus Jansen;Roberto Solis-Oba
1109576,,Zoya Svitkina;Éva Tardos
1109577,,Erik D. Demaine;Mohammad Taghi Hajiaghayi;Uriel Feige;Mohammad R. Salavatipour
1109578,,Ernst Althaus;Rouven Naujoks
1109579,,Pankaj K. Agarwal;Sariel Har-Peled;Hai Yu
1109580,,Éric Colin de Verdière;Jeff Erickson
1109581,,Siu-Wing Cheng;Tamal K. Dey;Edgar A. Ramos;Rephael Wenger
1109582,,Prosenjit Bose;Jurek Czyzowicz;Zhicheng Gao;Pat Morin;David R. Wood
1109583,,Anna Lubiw;Mark Petrick;Michael Spriggs
1096987,,Maria Beatriz Carmo;Sérgio Freitas;Ana Paula Afonso;Ana Paula Cláudio
1096988,,Gobe Hobona;Philip James;David Fairbairn
1096989,,Riccardo Albertoni;Alessio Bertone;Monica De Martino
1096991,,Chuang Wang;Xing Xie;Lee Wang;Yansheng Lu;Wei-Ying Ma
1096992,,Paul Clough
1096993,,Bruno Martins;Mário J. Silva;Leonardo Andrade
1096995,,Sneha Desai;Craig A. Knoblock;Yao-Yi Chiang;Kandarp Desai;Ching-Chien Chen
1096996,,Sven Tschirner;Alexander Zipf
1096997,,Michael Lutz
1096999,,José Exposto;Joaquim Macedo;António Pina;Albano Alves;José Rufino
1097000,,Tiago M. Delboni;Karla A. V. Borges;Alberto H. F. Laender
1097001,,Bruno Martins;Mário J. Silva;Marcirio Silveira Chaves
1097384,,Dennis M. Moen;J. Mark Pullen
1097385,,Robert Bartlett
1097386,,Meng Ji;Shao-hua Yu
1097387,,Geoffrey Fox;Alex Ho;Shrideep Pallickara;Marlon Pierce;Wenjun Wu
1097388,,Z. D. Wu
1097389,,
1097390,,
1097391,,
1097392,,
1097393,,
1097394,,
1097395,,
1097396,,
1097397,,Edmilson Marmo Moreira;Regina Helena;Carlucci Santana;Marcos Jose Santana
1097398,,Michael Knoke;Gunter Hommel
1097399,,Ian J. Grimstead;David W. Walker;Nick J. Avis
1097400,,Rob Aspin;Dave Roberts
1097401,,Lijun Chen;Nicolas D. Georganas
1097402,,Azzedine Boukerche;Anis Zarrad;Diego Duarte;Regina Araujo;Leonardo Andrade
1097403,,Richard Fujimoto
1097404,,Jenny Ulriksson;Rassul Ayani
1097405,,A. Sabbir;K. Ravindran
1097406,,Andreas Tolk;J. Mark Pullen
1097407,,Andrea Santoro;Francesco Quaglia
1097408,,Simon J. E. Taylor;Leif Bohli;Xiaoguang Wang;Stephen J. Turner
1097409,,Boon Ping Gan;Malcolm Yoke Hean Low;Xiaoguang Wang;Stephen John Turner
1097410,,Simon J. E. Taylor;Geoffrey Fox;Richard Fujimoto;J. Mark Pullen;David J. Roberts;Georgios K. Theodoropoulos
1097411,,Jacinto Davila;Erasmo Gomez;Klaudia Laffaille;Kay Tucci;Mayerlin Uzcategui
1097412,,Michael Lees;Brian Logan;Chen Dan;Ton Oguara;Georgios Theodoropoulos
1097413,,Ton Oguara;Dan Chen;Georgios Theodoropoulos;Brian Logan;Michael Lees
1097414,,Yu Shengsheng;Wen Yuanqiao;Huang Liwen;Deng jian
1097415,,Azzedzne Boukerche;Kaiyuan Lu
1097416,,Alp V. Asutay;Arun P. Indugula;Christoph W. Borst
1097417,,Dennis McGrath;Amy Hunt;Marion Bates
1097418,,Thanikesavan Sivanthi;Srivas Chennu;Lothar Kreft
1097419,,K. Ravindran;Jun Wu
1097420,,Hessam Sarjoughian;Dongping Huang
1097421,,Julien DeAntoni;Jean-Philippe Babau
1097422,,Ezequiel Glinsky;Gabriel Wainer
1097423,,G. Zacharewicz;N. Giambiasi;C. Frydman
1097424,,Amirhasan Amintabar;Alexander Kostin;Ljudmila Ilushechkina
1097425,,K Ravindran;A. Sabber;K. A. Kwiat
1097426,,Majed Abdouli;Laurent Amanton;Bruno Sadeg;Adel Alimi
